strain_id,A_noMTX_noDrug.ERV25_RBD2,A_noMTX_noDrug.SRO9_SGN1,A_noMTX_noDrug.MID2_PIN2,A_noMTX_noDrug.MID2_TPO2,A_noMTX_noDrug.PLM2_HNM1,A_noMTX_noDrug.ERV25_UIP4,A_noMTX_noDrug.ERG27_ACF2,A_noMTX_noDrug.HNM1_RBD2,A_noMTX_noDrug.HNM1_TPO1,A_noMTX_noDrug.PMC1_GTR2,A_noMTX_noDrug.HNM1_TPO4,A_noMTX_noDrug.ADE17_HYR1,A_noMTX_noDrug.DHH1_LSM3,A_noMTX_noDrug.MID2_RSN1,A_noMTX_noDrug.TPO1_TCB2,A_noMTX_noDrug.HNM1_MAM33,A_noMTX_noDrug.RET2_SNA3,A_noMTX_noDrug.MID2_MAM33,A_noMTX_noDrug.ERG11_HYR1,A_noMTX_noDrug.HUG1_ALO1,A_noMTX_noDrug.ERG11_ERG5,A_noMTX_noDrug.HUG1_ADE17,A_noMTX_noDrug.ERG11_ACF2,A_noMTX_noDrug.RET2_EMP70,A_noMTX_noDrug.ERG11_MID2,A_noMTX_noDrug.TPO1_MID2,A_noMTX_noDrug.ERG11_PIS1,A_noMTX_noDrug.FMP45_HNM1,A_noMTX_noDrug.SNA4_VAC8,A_noMTX_noDrug.ERV25_PIS1,A_noMTX_noDrug.SNA4_GTR2,A_noMTX_noDrug.ADE17_GIS2,A_noMTX_noDrug.GTR1_SLM4,A_noMTX_noDrug.noPPI_reference,A_noMTX_noDrug.MID2_TPO4,A_noMTX_noDrug.MID2_WSC2,A_noMTX_noDrug.SSH1_ERG11,A_noMTX_noDrug.SSH1_ERV25,A_noMTX_noDrug.RET2_EMP47,A_noMTX_noDrug.TPO1_TPO2,A_noMTX_noDrug.SRO9_DHH1,A_noMTX_noDrug.ERV25_ERG5,A_noMTX_noDrug.ERG11_TPO4,A_noMTX_noDrug.PMC1_CTR2,A_noMTX_noDrug.HNM1_MID2,A_noMTX_noDrug.ALO1_HYR1,A_noMTX_noDrug.ALO1_UIP4,A_noMTX_noDrug.PLM2_SNA3,A_noMTX_noDrug.FMP45_MEP1,A_noMTX_noDrug.ERG11_ORM2,A_noMTX_noDrug.ERV25_EMP47,A_noMTX_noDrug.SSH1_PIS1,A_noMTX_noDrug.ALO1_ADE17,A_noMTX_noDrug.HNM1_ERG11,A_noMTX_noDrug.ADE17_PGM2,A_noMTX_noDrug.HNM1_TPO2,A_noMTX_noDrug.ERV25_ORM2,A_noMTX_noDrug.FMP45_MID2,A_noMTX_noDrug.HUG1_PGM2,A_noMTX_noDrug.SRO9_GIS2,A_noMTX_noDrug.SSH1_ORM2,A_noMTX_noDrug.ERG11_ERV25
882,9.0,7.0,25.0,3.0,7.0,1.0,9.0,2.0,6.0,5.0,6.0,4.0,4.0,0.0,1.0,4.0,1.0,7.0,4.0,3.0,8.0,2.0,3.0,0.0,4.0,5.0,1.0,0.0,1.0,3.0,30.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,11.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,7.0,70.0,29.0,7.0,2.0,4.0,10.0,34.0,5.0,1.0,0.0,9.0,4.0
887,328.0,87.0,372.0,55.0,89.0,10.0,409.0,15.0,48.0,35.0,393.0,120.0,36.0,42.0,77.0,138.0,1.0,186.0,15.0,52.0,15.0,41.0,25.0,7.0,87.0,185.0,11.0,6.0,3.0,9.0,79.0,179.0,6.0,23.0,21.0,21.0,19.0,85.0,4.0,74.0,67.0,16.0,4.0,18.0,10.0,3.0,1.0,341.0,42.0,64.0,42.0,44.0,7.0,64.0,7.0,362.0,154.0,12.0,34.0,1.0,362.0,116.0
888,4.0,689.0,55.0,11.0,1.0,200.0,417.0,4.0,6.0,11.0,7.0,275.0,44.0,6.0,18.0,173.0,0.0,3.0,233.0,79.0,77.0,14.0,90.0,7.0,57.0,70.0,32.0,12.0,136.0,7.0,131.0,192.0,0.0,15.0,47.0,6.0,17.0,20.0,3.0,39.0,102.0,43.0,14.0,9.0,3.0,125.0,69.0,1.0,489.0,696.0,194.0,1.0,347.0,17.0,228.0,158.0,14.0,121.0,34.0,51.0,73.0,699.0
89,169.0,2489.0,580.0,93.0,72.0,48.0,398.0,10.0,85.0,63.0,4.0,75.0,79.0,125.0,15.0,73.0,4.0,236.0,72.0,94.0,76.0,74.0,52.0,4.0,97.0,31.0,35.0,60.0,2.0,42.0,231.0,8.0,211.0,18.0,123.0,274.0,56.0,106.0,2.0,15.0,283.0,65.0,56.0,29.0,11.0,50.0,152.0,8.0,298.0,31.0,2053.0,16.0,48.0,170.0,26.0,51.0,30.0,302.0,85.0,144.0,52.0,86.0
892,3.0,74.0,185.0,2.0,14.0,3.0,296.0,2.0,15.0,5.0,2.0,208.0,197.0,2.0,125.0,168.0,2.0,2.0,87.0,79.0,286.0,11.0,42.0,5.0,105.0,220.0,4.0,0.0,1.0,0.0,11.0,3.0,2.0,7.0,2.0,1.0,6.0,97.0,4.0,223.0,12.0,29.0,28.0,1.0,2.0,4.0,44.0,17.0,182.0,44.0,509.0,2.0,26.0,16.0,1.0,1.0,3.0,4.0,32.0,18.0,15.0,6.0
904,2.0,7.0,21.0,4.0,0.0,10.0,6.0,1.0,2.0,2.0,3.0,1.0,204.0,5.0,1.0,71.0,0.0,1.0,92.0,4.0,64.0,16.0,0.0,0.0,73.0,0.0,6.0,9.0,1.0,3.0,9.0,5.0,7.0,8.0,20.0,0.0,5.0,0.0,2.0,0.0,3.0,27.0,41.0,2.0,0.0,16.0,22.0,1.0,24.0,120.0,1234.0,678.0,1.0,12.0,0.0,96.0,5.0,100.0,33.0,2.0,4.0,94.0
91,425.0,65.0,144.0,55.0,36.0,38.0,966.0,116.0,291.0,48.0,81.0,30.0,310.0,17.0,22.0,178.0,2.0,125.0,325.0,3.0,156.0,8.0,193.0,6.0,86.0,20.0,56.0,28.0,224.0,29.0,307.0,5063.0,105.0,17.0,27.0,5.0,76.0,191.0,16.0,33.0,91.0,64.0,179.0,49.0,16.0,86.0,132.0,5.0,51.0,75.0,133.0,76.0,6.0,78.0,27.0,270.0,81.0,216.0,7.0,75.0,100.0,65.0
911,12.0,581.0,154.0,57.0,248.0,60.0,55.0,8.0,7.0,94.0,79.0,123.0,327.0,130.0,107.0,59.0,2.0,71.0,503.0,18.0,422.0,8.0,494.0,14.0,21.0,253.0,49.0,73.0,3.0,72.0,570.0,19.0,8.0,13.0,131.0,4.0,4.0,121.0,3.0,263.0,190.0,304.0,332.0,24.0,6.0,31.0,262.0,3.0,633.0,399.0,781.0,24.0,405.0,21.0,30.0,43.0,41.0,616.0,19.0,251.0,132.0,188.0
916,10.0,140.0,185.0,14.0,73.0,86.0,495.0,94.0,922.0,43.0,42.0,9.0,1076.0,26.0,76.0,290.0,4.0,18.0,56.0,560.0,13.0,186.0,89.0,4.0,91.0,128.0,27.0,27.0,90.0,8.0,239.0,31.0,254.0,13.0,18.0,7.0,24.0,116.0,6.0,127.0,111.0,213.0,409.0,25.0,19.0,49.0,109.0,290.0,262.0,62.0,892.0,9.0,164.0,81.0,6.0,61.0,83.0,60.0,293.0,28.0,102.0,32.0
917,5.0,8.0,7.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,24.0,4.0,1.0,1.0,0.0,0.0,13.0,22.0,3.0,5.0,3.0,1.0
923,10.0,32.0,398.0,37.0,67.0,21.0,344.0,5.0,19.0,195.0,60.0,65.0,701.0,108.0,9.0,62.0,6.0,172.0,42.0,485.0,88.0,142.0,29.0,2.0,117.0,11.0,15.0,21.0,7.0,298.0,194.0,5.0,345.0,14.0,38.0,181.0,9.0,79.0,3.0,1.0,30.0,199.0,12.0,72.0,20.0,4.0,27.0,3.0,74.0,62.0,336.0,86.0,26.0,83.0,3.0,31.0,1223.0,206.0,285.0,5.0,59.0,19.0
930,4.0,84.0,278.0,14.0,20.0,25.0,13.0,1.0,97.0,7.0,57.0,8.0,4.0,16.0,174.0,31.0,4.0,51.0,8.0,23.0,60.0,2.0,15.0,5.0,49.0,211.0,10.0,20.0,4.0,113.0,365.0,7.0,6.0,8.0,24.0,6.0,18.0,90.0,15.0,240.0,56.0,83.0,3.0,24.0,17.0,1.0,19.0,227.0,3.0,27.0,220.0,9.0,24.0,35.0,2.0,4.0,140.0,26.0,12.0,87.0,189.0,3.0
931,698.0,310.0,213.0,30.0,266.0,273.0,485.0,9.0,117.0,165.0,341.0,121.0,372.0,58.0,57.0,238.0,3.0,87.0,668.0,103.0,166.0,32.0,161.0,10.0,120.0,151.0,58.0,30.0,7.0,16.0,257.0,448.0,8.0,7.0,81.0,4.0,18.0,43.0,12.0,151.0,48.0,553.0,65.0,96.0,21.0,85.0,159.0,1.0,178.0,313.0,1148.0,242.0,85.0,51.0,122.0,39.0,128.0,103.0,50.0,146.0,72.0,8.0
932,1.0,4.0,13.0,7.0,0.0,3.0,29.0,0.0,0.0,46.0,53.0,0.0,493.0,20.0,0.0,1.0,0.0,1.0,29.0,101.0,3.0,6.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,63.0,2.0,1.0,7.0,0.0,2.0,1.0,9.0,1.0,1.0,8.0,2.0,0.0,9.0,1.0,0.0,8.0,0.0,2.0,3.0,12.0,41.0,2.0,3.0,0.0,0.0,6.0,4.0,50.0,1.0,130.0,3.0
933,1.0,230.0,13.0,0.0,1.0,2.0,19.0,2.0,1.0,4.0,4.0,2.0,10.0,1.0,4.0,4.0,1.0,2.0,14.0,1.0,33.0,0.0,27.0,0.0,1.0,4.0,6.0,4.0,1.0,0.0,25.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,31.0,4.0,11.0,0.0,1.0,4.0,15.0,0.0,16.0,232.0,26.0,2.0,18.0,0.0,37.0,4.0,10.0,4.0,4.0,10.0,1.0,6.0
936,6.0,56.0,128.0,39.0,252.0,29.0,6.0,76.0,487.0,74.0,227.0,169.0,515.0,55.0,10.0,378.0,3.0,80.0,134.0,4.0,199.0,9.0,130.0,2.0,166.0,5.0,36.0,35.0,133.0,10.0,356.0,26.0,15.0,28.0,21.0,6.0,28.0,13.0,2.0,5.0,37.0,401.0,207.0,28.0,32.0,7.0,14.0,1017.0,50.0,86.0,540.0,86.0,172.0,105.0,7.0,742.0,40.0,54.0,7.0,86.0,149.0,56.0
937,6.0,20.0,67.0,12.0,21.0,12.0,9.0,8.0,4.0,129.0,7.0,1.0,14.0,16.0,1.0,9.0,0.0,6.0,10.0,7.0,19.0,2.0,7.0,4.0,1.0,4.0,6.0,2.0,1.0,7.0,75.0,1.0,7.0,33.0,19.0,1.0,6.0,8.0,2.0,1.0,61.0,17.0,349.0,16.0,1.0,2.0,50.0,10.0,86.0,31.0,1157.0,31.0,123.0,3.0,4.0,5.0,204.0,26.0,3.0,67.0,10.0,5.0
939,259.0,626.0,78.0,10.0,130.0,114.0,47.0,5.0,183.0,86.0,75.0,10.0,289.0,23.0,46.0,257.0,6.0,24.0,284.0,197.0,86.0,51.0,202.0,15.0,104.0,97.0,49.0,58.0,1.0,7.0,197.0,139.0,55.0,11.0,24.0,5.0,10.0,48.0,18.0,35.0,196.0,123.0,121.0,102.0,19.0,27.0,74.0,184.0,251.0,45.0,968.0,8.0,335.0,42.0,4.0,122.0,128.0,136.0,167.0,362.0,292.0,16.0
94,15.0,37.0,267.0,48.0,98.0,33.0,4.0,2.0,110.0,123.0,169.0,2142.0,6.0,108.0,101.0,233.0,3.0,116.0,176.0,41.0,302.0,11.0,135.0,5.0,60.0,150.0,52.0,17.0,4.0,5.0,431.0,15.0,4.0,16.0,127.0,5.0,10.0,204.0,5.0,202.0,95.0,264.0,99.0,48.0,11.0,4.0,84.0,2.0,59.0,3.0,26.0,126.0,282.0,34.0,63.0,108.0,47.0,316.0,219.0,120.0,17.0,33.0
941,3.0,42.0,110.0,4.0,23.0,21.0,1.0,1.0,1.0,25.0,1.0,1.0,13.0,15.0,29.0,0.0,2.0,6.0,20.0,106.0,12.0,64.0,1.0,2.0,35.0,26.0,13.0,2.0,2.0,1.0,68.0,1.0,5.0,5.0,19.0,0.0,1.0,4.0,2.0,48.0,47.0,16.0,4.0,6.0,4.0,1.0,33.0,0.0,46.0,1.0,153.0,2.0,17.0,10.0,2.0,1.0,9.0,135.0,79.0,2.0,2.0,1.0
942,8.0,527.0,73.0,12.0,4.0,2.0,15.0,1.0,2.0,120.0,1.0,0.0,14.0,11.0,46.0,2.0,0.0,36.0,9.0,0.0,3.0,2.0,22.0,4.0,66.0,46.0,12.0,15.0,1.0,0.0,312.0,3.0,5.0,4.0,5.0,0.0,1.0,30.0,3.0,62.0,14.0,23.0,22.0,28.0,0.0,4.0,13.0,2.0,6.0,2.0,124.0,3.0,2.0,0.0,1.0,1.0,22.0,15.0,4.0,31.0,5.0,0.0
946,5.0,6.0,79.0,13.0,71.0,5.0,49.0,1.0,3.0,28.0,3.0,1.0,33.0,35.0,27.0,0.0,1.0,20.0,1.0,129.0,15.0,66.0,1.0,3.0,18.0,15.0,2.0,4.0,1.0,4.0,163.0,0.0,4.0,7.0,28.0,0.0,8.0,1.0,1.0,9.0,4.0,2.0,24.0,11.0,2.0,0.0,1.0,1.0,7.0,2.0,75.0,7.0,3.0,3.0,0.0,4.0,15.0,128.0,95.0,30.0,166.0,4.0
953,3.0,408.0,44.0,3.0,54.0,8.0,56.0,2.0,5.0,12.0,3.0,1.0,72.0,12.0,8.0,8.0,2.0,14.0,200.0,44.0,108.0,5.0,197.0,1.0,71.0,9.0,10.0,8.0,0.0,128.0,20.0,3.0,6.0,1.0,6.0,0.0,3.0,17.0,4.0,7.0,27.0,19.0,83.0,7.0,1.0,2.0,2.0,46.0,95.0,76.0,100.0,82.0,0.0,2.0,3.0,4.0,94.0,134.0,100.0,22.0,27.0,96.0
956,4.0,25.0,63.0,8.0,1.0,4.0,54.0,2.0,150.0,23.0,1.0,4.0,4.0,10.0,24.0,6.0,3.0,37.0,5.0,11.0,3.0,12.0,3.0,3.0,14.0,70.0,0.0,8.0,0.0,13.0,4.0,2.0,2.0,10.0,15.0,1.0,3.0,4.0,6.0,17.0,21.0,12.0,8.0,17.0,1.0,2.0,70.0,1.0,18.0,11.0,249.0,28.0,17.0,6.0,0.0,2.0,28.0,33.0,77.0,22.0,14.0,97.0
957,8.0,20.0,151.0,23.0,166.0,7.0,11.0,1.0,4.0,14.0,7.0,4.0,11.0,50.0,85.0,6.0,4.0,29.0,227.0,84.0,144.0,31.0,148.0,52.0,35.0,95.0,17.0,21.0,1.0,7.0,85.0,5.0,111.0,10.0,29.0,3.0,10.0,120.0,10.0,98.0,51.0,26.0,56.0,16.0,6.0,0.0,28.0,20.0,17.0,78.0,51.0,590.0,27.0,10.0,1.0,1.0,36.0,109.0,41.0,55.0,46.0,11.0
959,12739.0,2186.0,5465.0,322.0,3288.0,829.0,515.0,64.0,182.0,849.0,172.0,55.0,147.0,973.0,15.0,4255.0,14.0,2447.0,1917.0,80.0,459.0,77.0,442.0,49.0,777.0,50.0,420.0,701.0,31.0,9828.0,139.0,104.0,193.0,342.0,282.0,26.0,691.0,3629.0,88.0,58.0,1372.0,4891.0,1334.0,251.0,579.0,83.0,4178.0,38.0,1058.0,4269.0,21154.0,16984.0,2599.0,2329.0,19.0,1365.0,23071.0,8945.0,159.0,158.0,5640.0,351.0
960,1580.0,906.0,706.0,54.0,844.0,3.0,5.0,17.0,14.0,133.0,14.0,8.0,3409.0,167.0,255.0,82.0,3.0,340.0,375.0,206.0,826.0,16.0,410.0,17.0,222.0,186.0,170.0,121.0,16.0,154.0,601.0,9.0,34.0,14.0,103.0,752.0,13.0,67.0,8.0,281.0,208.0,4.0,274.0,131.0,16.0,4.0,228.0,2826.0,541.0,207.0,923.0,13.0,144.0,50.0,16.0,16.0,246.0,1412.0,182.0,106.0,932.0,231.0
962,16.0,61.0,335.0,46.0,63.0,14.0,4.0,2.0,1.0,29.0,3.0,51.0,11.0,51.0,7.0,22.0,2.0,162.0,40.0,316.0,116.0,125.0,1.0,5.0,270.0,9.0,17.0,10.0,4.0,2.0,6.0,2.0,7.0,24.0,20.0,68.0,51.0,15.0,1.0,6.0,134.0,92.0,32.0,25.0,2.0,0.0,4.0,282.0,138.0,175.0,36.0,2.0,3.0,22.0,2.0,2.0,4.0,28.0,140.0,4.0,27.0,66.0
966,4.0,30.0,70.0,9.0,43.0,34.0,3.0,1.0,5.0,74.0,25.0,3.0,171.0,5.0,1.0,4.0,1.0,74.0,37.0,110.0,54.0,116.0,18.0,3.0,54.0,2.0,13.0,21.0,2.0,5.0,68.0,6.0,5.0,7.0,10.0,3.0,17.0,9.0,2.0,1.0,2.0,65.0,21.0,23.0,0.0,5.0,13.0,0.0,65.0,67.0,72.0,176.0,4.0,5.0,1.0,0.0,128.0,28.0,22.0,3.0,28.0,100.0
967,17.0,309.0,455.0,102.0,330.0,32.0,138.0,16.0,5.0,670.0,61.0,11.0,629.0,105.0,38.0,91.0,5.0,109.0,615.0,472.0,654.0,132.0,305.0,4.0,38.0,74.0,62.0,55.0,329.0,7.0,878.0,13.0,255.0,10.0,147.0,3.0,10.0,22.0,7.0,70.0,165.0,58.0,544.0,438.0,18.0,22.0,251.0,5.0,177.0,308.0,73.0,18.0,192.0,35.0,3.0,7.0,301.0,440.0,578.0,286.0,96.0,96.0
972,10.0,310.0,304.0,40.0,89.0,18.0,389.0,1.0,387.0,15.0,250.0,266.0,306.0,69.0,2.0,174.0,3.0,313.0,137.0,238.0,121.0,40.0,125.0,2.0,93.0,0.0,40.0,5.0,3.0,6.0,40.0,86.0,3.0,7.0,66.0,6.0,16.0,179.0,5.0,7.0,12.0,90.0,148.0,5.0,13.0,109.0,26.0,544.0,173.0,63.0,547.0,317.0,8.0,22.0,386.0,127.0,32.0,85.0,62.0,59.0,22.0,21.0
973,40.0,252.0,347.0,32.0,58.0,43.0,890.0,3.0,117.0,47.0,23.0,8.0,471.0,36.0,46.0,120.0,6.0,136.0,106.0,59.0,115.0,11.0,59.0,4.0,85.0,101.0,5.0,24.0,9.0,6.0,229.0,10.0,7.0,8.0,24.0,1.0,8.0,28.0,0.0,70.0,79.0,168.0,4.0,46.0,5.0,10.0,66.0,1.0,70.0,76.0,791.0,3.0,104.0,15.0,178.0,137.0,142.0,74.0,44.0,20.0,108.0,33.0
976,1.0,245.0,374.0,27.0,27.0,3.0,182.0,3.0,3.0,145.0,0.0,20.0,91.0,41.0,23.0,7.0,0.0,66.0,78.0,236.0,23.0,50.0,6.0,0.0,205.0,18.0,8.0,17.0,4.0,5.0,102.0,2.0,5.0,4.0,51.0,163.0,18.0,8.0,2.0,26.0,24.0,107.0,0.0,78.0,1.0,9.0,55.0,0.0,116.0,3.0,207.0,1.0,27.0,31.0,0.0,3.0,165.0,87.0,48.0,0.0,105.0,26.0
980,6.0,381.0,516.0,63.0,198.0,75.0,16.0,6.0,3.0,280.0,1.0,5.0,921.0,83.0,51.0,9.0,3.0,111.0,3.0,258.0,59.0,38.0,131.0,35.0,20.0,53.0,28.0,3.0,6.0,130.0,447.0,8.0,372.0,12.0,104.0,291.0,3.0,35.0,3.0,112.0,52.0,45.0,6.0,198.0,3.0,37.0,121.0,4.0,11.0,12.0,333.0,3.0,24.0,9.0,0.0,61.0,41.0,156.0,399.0,6.0,45.0,5.0
983,1.0,66.0,204.0,70.0,68.0,29.0,160.0,3.0,3.0,2.0,4.0,3.0,135.0,42.0,33.0,55.0,0.0,110.0,4.0,107.0,13.0,22.0,43.0,2.0,21.0,24.0,29.0,2.0,3.0,96.0,12.0,2.0,6.0,8.0,33.0,11.0,0.0,52.0,1.0,26.0,17.0,57.0,278.0,13.0,7.0,98.0,27.0,0.0,18.0,11.0,103.0,76.0,13.0,23.0,2.0,39.0,314.0,28.0,91.0,15.0,119.0,6.0
984,2154.0,784.0,1634.0,321.0,715.0,326.0,809.0,659.0,486.0,819.0,179.0,95.0,275.0,250.0,955.0,201.0,80.0,814.0,122.0,1025.0,396.0,501.0,134.0,114.0,132.0,1206.0,108.0,102.0,75.0,17.0,914.0,9.0,13.0,41.0,319.0,54.0,23.0,289.0,125.0,1317.0,280.0,574.0,97.0,519.0,78.0,277.0,461.0,8.0,365.0,77.0,877.0,72.0,339.0,185.0,13.0,472.0,816.0,213.0,782.0,103.0,657.0,46.0
985,4.0,40.0,56.0,2.0,5.0,2.0,1.0,2.0,8.0,8.0,6.0,2.0,181.0,9.0,9.0,7.0,1.0,18.0,13.0,7.0,14.0,4.0,5.0,1.0,2.0,9.0,4.0,1.0,0.0,9.0,6.0,1.0,7.0,8.0,6.0,2.0,1.0,5.0,1.0,13.0,0.0,6.0,5.0,5.0,1.0,2.0,29.0,3.0,4.0,10.0,68.0,24.0,5.0,1.0,0.0,6.0,50.0,43.0,26.0,3.0,14.0,10.0
987,2.0,203.0,200.0,24.0,140.0,8.0,65.0,1.0,14.0,41.0,71.0,3.0,53.0,17.0,89.0,4.0,3.0,16.0,198.0,81.0,148.0,27.0,109.0,5.0,101.0,69.0,28.0,30.0,3.0,3.0,181.0,8.0,4.0,20.0,41.0,6.0,8.0,20.0,5.0,66.0,56.0,96.0,370.0,22.0,6.0,75.0,171.0,320.0,28.0,96.0,239.0,4.0,463.0,13.0,3.0,16.0,23.0,140.0,40.0,129.0,138.0,104.0
99,56.0,341.0,229.0,30.0,94.0,82.0,231.0,8.0,16.0,200.0,21.0,4.0,464.0,47.0,89.0,270.0,4.0,184.0,430.0,227.0,707.0,111.0,212.0,4.0,136.0,37.0,80.0,44.0,4.0,540.0,233.0,14.0,7.0,14.0,37.0,96.0,48.0,252.0,7.0,78.0,95.0,33.0,163.0,61.0,14.0,35.0,29.0,4.0,75.0,114.0,303.0,355.0,91.0,61.0,3.0,27.0,59.0,334.0,200.0,147.0,414.0,42.0
991,18.0,521.0,310.0,67.0,87.0,230.0,105.0,10.0,117.0,580.0,131.0,29.0,189.0,76.0,19.0,109.0,12.0,113.0,322.0,843.0,372.0,111.0,227.0,5.0,28.0,33.0,69.0,61.0,7.0,72.0,331.0,88.0,3.0,25.0,98.0,4.0,27.0,448.0,4.0,7.0,82.0,263.0,22.0,189.0,26.0,4.0,136.0,25.0,367.0,465.0,1463.0,87.0,126.0,85.0,111.0,3.0,417.0,46.0,307.0,108.0,265.0,75.0
992,28.0,274.0,966.0,201.0,520.0,113.0,54.0,157.0,43.0,1407.0,42.0,70.0,509.0,305.0,118.0,29.0,1086.0,307.0,276.0,314.0,207.0,140.0,124.0,2031.0,108.0,165.0,91.0,49.0,3.0,389.0,826.0,109.0,692.0,20.0,504.0,23.0,16.0,187.0,6783.0,160.0,68.0,235.0,109.0,605.0,49.0,252.0,1064.0,6.0,373.0,52.0,2329.0,10.0,419.0,124.0,9.0,22.0,174.0,77.0,250.0,163.0,171.0,57.0
996,111.0,109.0,227.0,22.0,21.0,20.0,7.0,52.0,145.0,4.0,101.0,11.0,9.0,20.0,6.0,117.0,1.0,184.0,92.0,17.0,11.0,12.0,15.0,1.0,43.0,3.0,10.0,6.0,6.0,5.0,186.0,860.0,3.0,6.0,30.0,123.0,1.0,1.0,5.0,7.0,14.0,23.0,9.0,8.0,3.0,2.0,1.0,2.0,41.0,22.0,9.0,31.0,5.0,47.0,275.0,100.0,293.0,105.0,12.0,6.0,16.0,4.0
998,3.0,37.0,33.0,15.0,0.0,0.0,42.0,1.0,1.0,47.0,0.0,1.0,3.0,17.0,4.0,4.0,1.0,9.0,2.0,20.0,6.0,8.0,9.0,1.0,2.0,0.0,4.0,10.0,0.0,1.0,192.0,9.0,3.0,4.0,9.0,1.0,4.0,27.0,2.0,4.0,74.0,12.0,3.0,16.0,0.0,1.0,35.0,0.0,93.0,6.0,13.0,344.0,55.0,1.0,2.0,8.0,32.0,109.0,49.0,21.0,62.0,52.0
1052,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,2.0,1.0
217,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
22,0.0,6.0,12.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,17.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0
252,0.0,5.0,6.0,0.0,0.0,1.0,5.0,3.0,9.0,3.0,5.0,0.0,5.0,3.0,1.0,43.0,1.0,0.0,3.0,1.0,7.0,0.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,4.0,21.0,6.0,0.0,3.0,0.0,2.0,1.0,21.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,0.0,13.0,7.0,4.0,1.0,23.0,10.0,3.0,2.0,3.0,2.0,9.0,2.0
307,0.0,168.0,299.0,44.0,129.0,1.0,86.0,0.0,1.0,15.0,4.0,0.0,6.0,23.0,1.0,3.0,1.0,89.0,4.0,10.0,9.0,29.0,10.0,2.0,15.0,0.0,16.0,1.0,1.0,2.0,8.0,0.0,3.0,17.0,18.0,4.0,2.0,5.0,0.0,1.0,95.0,2.0,7.0,5.0,5.0,2.0,25.0,1.0,34.0,106.0,4.0,2.0,180.0,3.0,0.0,13.0,3.0,85.0,34.0,9.0,16.0,43.0
32,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0
348,0.0,42.0,57.0,6.0,1.0,10.0,0.0,0.0,28.0,1.0,7.0,3.0,13.0,9.0,28.0,7.0,1.0,18.0,7.0,2.0,10.0,1.0,0.0,0.0,7.0,55.0,8.0,0.0,0.0,3.0,40.0,27.0,0.0,0.0,9.0,3.0,4.0,8.0,0.0,37.0,25.0,10.0,16.0,0.0,0.0,2.0,15.0,0.0,31.0,0.0,27.0,14.0,0.0,18.0,3.0,63.0,11.0,45.0,2.0,5.0,34.0,3.0
